2133565291,1707251180,KRLS Bot,true,wikidatawiki
1734155818,1707251179,Cewbot,true,enwiki
2428892928,1707251180,FinnaUploadBot,true,commonswiki
1734155817,1707251179,Polyamorph,false,enwiki
19648933,1707251179,Xeyal,false,azwiki
1734155819,1707251180,KHR FolkMyth,false,enwiki
2428892927,1707251180,Poliocretes,false,commonswiki
347625549,1707251180,PM3,false,dewiki
513388492,1707251179,Vlaam,false,frwiki
2428892929,1707251180,GeographBot,true,commonswiki
2133565292,1707251180,Трифонов Андрей,false,wikidatawiki
2133565293,1707251180,Dcirovicbot,true,wikidatawiki
2428892930,1707251180,SchlurcherBot,true,commonswiki
2428892931,1707251180,Richard Arthur Norton (1958- ),false,commonswiki
1734155820,1707251177,Qwerfjkl (bot),true,enwiki
1734155821,1707251179,Qwerfjkl (bot),true,enwiki
2133565294,1707251180,Rosenzweig,false,wikidatawiki
2428892932,1707251180,Z3lvs,false,commonswiki
1734155822,1707251180,Qwerfjkl (bot),true,enwiki
2428892936,1707251180,Asfyuit,false,commonswiki
2133565295,1707251180,KRLS Bot,true,wikidatawiki
1734155824,1707251179,Cewbot,true,enwiki
1734155823,1707251180,Cewbot,true,enwiki
2133565297,1707251181,Dcirovicbot,true,wikidatawiki
2133565296,1707251180,Ezzex,false,wikidatawiki
2133565298,1707251181,Cewbot,true,wikidatawiki
479162721,1707251179,Igel B TyMaHe,false,ruwiki
1734155826,1707251180,Liz,false,enwiki
1734155825,1707251179,Cewbot,true,enwiki
479162722,1707251179,Igel B TyMaHe,false,ruwiki
2133565299,1707251181,Emijrpbot,true,wikidatawiki
2133565300,1707251181,Emijrpbot,true,wikidatawiki
479162723,1707251179,Igel B TyMaHe,false,ruwiki
1734155827,1707251180,Qwerfjkl (bot),true,enwiki
479162724,1707251179,Igel B TyMaHe,false,ruwiki
2428892933,1707251180,Asfyuit,false,commonswiki
1734155828,1707251181,DrKay,false,enwiki
1734155829,1707251180,Cewbot,true,enwiki
2428892934,1707251180,Asfyuit,false,commonswiki
2428892941,1707251181,Asfyuit,false,commonswiki
2428892935,1707251180,Asfyuit,false,commonswiki
306893888,1707251181,Ocelot,false,eswiki
2428892937,1707251180,Asfyuit,false,commonswiki
2428892938,1707251180,Asfyuit,false,commonswiki
2428892939,1707251180,Asfyuit,false,commonswiki
2428892942,1707251181,SchlurcherBot,true,commonswiki
2428892940,1707251180,Asfyuit,false,commonswiki
347625550,1707251181,Siphonarius,false,dewiki
22225386,1707251181,Menoman12345,false,simplewiki
2133565301,1707251181,ԱշբոտՏՆՂ,true,wikidatawiki
2133565302,1707251181,Emijrpbot,true,wikidatawiki
1734155830,1707251181,Liz,false,enwiki
1734155831,1707251181,Qwerfjkl (bot),true,enwiki
2133565304,1707251181,LiMrBot,true,wikidatawiki
2428892945,1707251181,FinnaUploadBot,true,commonswiki
2428892943,1707251180,Poliocretes,false,commonswiki
2133565303,1707251181,Florentyna,false,wikidatawiki
2428892944,1707251180,Poliocretes,false,commonswiki
1734155832,1707251181,Cewbot,true,enwiki
2428892946,1707251180,Poliocretes,false,commonswiki
2133565305,1707251181,Florentyna,false,wikidatawiki
306893889,1707251181,2803:C600:D10D:A4A8:80BF:A264:F200:DC21,false,eswiki
6218363,1707251181,PBbot,true,eswiktionary
2428892947,1707251180,Poliocretes,false,commonswiki
2428892948,1707251180,Z3lvs,false,commonswiki
2133565306,1707251181,LucaDrBiondi,false,wikidatawiki
1734155833,1707251180,Qwerfjkl (bot),true,enwiki
1734155835,1707251180,Qwerfjkl (bot),true,enwiki
2133565307,1707251182,Emijrpbot,true,wikidatawiki
1734155836,1707251180,Qwerfjkl (bot),true,enwiki
2428892949,1707251182,Andrew Pertsev,false,commonswiki
1734155838,1707251180,Cewbot,true,enwiki
1734155839,1707251180,Cewbot,true,enwiki
1734155837,1707251181,Qwerfjkl (bot),true,enwiki
2133565308,1707251182,Kpjas,false,wikidatawiki
306893891,1707251180,174.70.25.150,false,eswiki
1734155840,1707251180,Cewbot,true,enwiki
2133565309,1707251182,Cewbot,true,wikidatawiki
1734155841,1707251180,Cewbot,true,enwiki
2428892950,1707251181,Yinweiaiqing,false,commonswiki
